text,aspect,label
list items in page inventaire cd,list,2
this app made me switch from evernote for ever.,app,2
"# notion is an equal opportunity organization and will not allow discrimination based upon age, ethnicity, ancestry, gender, national origin, disability, race, size, religion, sexual orientation, socioeconomic background, or any other status prohibited by applicable law.",organization,2
no hassles.,No hassles.,2
"great product, too bad the android app is slow like glue.",android app,0
but i do not want to get charged this time,charged,1
"I use this app daily to accomplish complex tasks quickly and easily. 
",complex tasks,1
"AirTable is amazing, but the inability to use so many different views and functions via mobile effectively cripples this app.",functions,0
this app is great.,app,2
"david cohen email:  company size: 1 - 100 employees details: interested in enterprise, and want to talk about security",security,1
"so if i get a 720p camera on the free plan and later upgrade, can i still use the 720p video?",upgrade,1
"you can simply upload the background and add text from here too wendy, to make it editable",text,1
"It's not as usable as the website version, but it works well enough.",website,1
Helps me manage all the work that my team and I are working on.,team,1
"thoughtful response by @ivanhzhao but really confused, no mention of offline mode or backup options.",offline mode,0
i see you had subscribed to the trial and you are charged at the end of the trial period.,trial,1
but i want to buy lifetime deal,lifetime,2
I couldn't access the app and subscribe,subscribe,0
"Sometimes I would like to give permission (access) to edit some tables from the database, some records in the particular table, some columns in the table.",database,1
need more tutorials/insights in app.,app.,2
No Offline.,Offline,1
its only showing my 5 most recent videos for any given search,search,1
I love Airtable but to be able to log into the App using Google authentication,Google,1
"i then did the ""create linked database"" to add it to a dashboard page.",dashboard,1
plz allow students to write hand writen notes and importing pdfs and exporting in the app both desktop version and android and keep ur emojis like in the desktop app plz,android,0
"prompt delivery,in time delivery should be improved.","delivery,in",0
"I can not go to the electronka connected to the asana from mobile, and the application forcibly sends to the electron address.",mobile,0
The appt time field in iOS is not displaying.,displaying,0
Love timeline.,timeline,2
Don't get out of my colleague,colleague,1
the app was good but recently encounter a problem attaching files.,files,0
i have the s6 lite and I am struggling with doing simple things like deleting lines as the menu and keyboard,S6 Lite,0
i like notion but there is one thing that is really annoying.,Notion,2
"as of the moment, creating the same view of the table that you arranged in alphabetical order and with regular width is not yet possible with our link feature.",table,0
supr salient point was when it started services it was exclusively for milk,Supr,0
chartered financial analyst is the workspace name,workspace,1
"apologies, for yearly plan we have last 50% discount",discount,2
1.app is very very very slow 2.app taking very very long time to open 3.,app,0
how to edit a link that was sent to me,edit,1
I'm the biggest fan of this app,biggest,2
option of changing order should be available .,changing order,0
but how do i turn the dark mode off on mobile??,dark mode,0
"Tried adding a column of numbers.   Trying to calculate a payroll.   With supplemental hours etc.   Gas, parking, etc.

Can't just add up a column without creating additional tables.   MULTIPLE ADDITIONAL TABLES.   And then the videos they have on their web site.    Seriously - how about a way of freezing the video so we can follow the steps.    Watched one video; I had to watch it 20 times at least so I could follow the steps.   

I know, it's not supposed to be excel.   I get it.   Still too complicated to just add up how much I am supposed to be reimbursed for my mileage, parking etc.    

But hey,  not all bad - I haven't torn out all my hair - yet.

In conclusion - still room for improvement.    Think I will just look for an excel type product.",MULTIPLE ADDITIONAL TABLES,1
"milk sending expiry day not even one day before expiry milk, 3times milk got spoiled.",Milk,0
"For such a popular project management tool, this mobile app is horrible.",project,1
set customer care dept.as effective to redress the complains fast,customer care,0
Event creation via the app is broken/instant crash.,Event,0
quick delivery and time before delivery,delivery,2
"notion evolution templates and videos #notion, @notionhq, #productivity",Templates,2
"hi, i just export all my content from a workspace, i would like to transfer them in my new one","workspace,",1
"For the company or team can update the process, task, and summary all the things in just one application which is really convenient for me",task,1
"Very good app, both mobile and desktop versions.",desktop versions,2
i wish notion had widgets on apple devices,Apple devices,0
what about a widget option to add something/,widget,1
"that is because you are on a professional lifetime plan, which is the lowest paid plan, the business and unlimited are higher plans",Business,2
after your current project of performance updates is complete.,performance,1
absolutely amazing!,Absolutely,2
your quality of delivered goods is worst,Your quality,0
but why does my scene zoom out on each picture,picture,0
I used to work on Trello and started using Airtable since last few months.,Trello,1
"i agree it would be great to add global tags to be used inside page content, and we shared this with our engineering and product team to assist with project prioritization and planning.",tags,1
"hi, as far as i can see, there is no visual representation of task dependencies in timeline, which are common in gantt charts.",line,0
the interface and workflow is innovative and allows you to be as flexible yet simple as you want with your pages and templates.,workflow,2
very slow interface and loading time.,interface,0
"I have already set all my pages to have small text, but on the mobile app the text is so large that i can barely see a few lines.",app,2
"The app is good, but like many on iOS it limps, since you need to be able to use all the views offered by OS X.",views,1
I am using this for organisation for my itinerary of craft items & it’s working like a dream.,craft,1
best notes app i have ever use.,app,2
early morning and quick respone and your milk supply boys are also sincere,milk supply,2
Excellent app for project management,project,2
"When they say that AirTable has the power of a database, but is as easy to use as a spreadsheet, they aren’t kidding.

",database,1
it is like its trying to add but can not download.,download.,0
can invideo upload directly to youtube without having to first download to my computer?,YouTube,1
"hey, i want to create a formula to show proportions of another column.",column.,1
"when i tried to move a few columns from this table to a new page, each column got copied as a new, blank page",column,0
heavy delivery charges,delivery charges,0
"We loved wunderlist for its simplicity and ease of use but then Microsoft bought it and ruined it so we had to look for something else, and we have tried 6 other options before we came across asana and we love it",bought,0
i love the app,app,2
"the name of the workspace is ""miia's workspace"" the name of the main page is ""nikki"" (this disappeared) the last time i used","workspace""",1
i am trying to export a pdf of a dashboard 'annual plan' in my notion workspace which has gallery views as the default for the linked databased on the dashboard.,Dashboard,1
@notionhq @tuckbroder the problem is even opening this page is impossible now .. slow and not loading,slow,0
"I find it an easy program where you can access anywhere, whether it's your phone, iPad or computer.
",iPad,1
"the android app has some performance issues and minor quirks meaning that i would use the web or desktop versions for making large changes, creating templates, etc.",Android app,0
and milk also i booked sid's cow milk but your service boy delivered me heritage milk.,cow,0
i uninstalled notion because it takes too long to load.,load,0
prompt and professional service,professional service,2
the quality of the vegetables.,vegetables,0
"best app ever, i makes my work more easier then ever.now i created my book shelf as i want.really helpful for.and supportive service they give us thank you notion.",app,2
dilivery charges are too high.,Dilivery charges,0
"exported, however some editions were not performed as: music, texts .","music,",0
"i like your delivery service, customer support.",delivery,2
"delivery charges are very high,.",delivery,0
"in other words, for invideo to perform correctly meaning any issues with editing would be derived from invideo software issues/bugs vs related to my connection.",edit,1
this is the best productive app I have downloaded so far!,app,2
my card was charged and i did not realize it was going to be charged $360.,charged,0
"@danielkempe @mirohq @notionhq @youtube @google miro would become powerful once you had integrated in ur workflow, it takes time.",integrated,2
your customer service needs to improve in big way.,customer service,0
Fulfils every structured data need and also functions as a great place to store just about anything,also functions,2
invoke weekly and daily standups to keep people aligned via a whiteboard.,daily,1
"if you love the desktop version of notion i have no problem recommending the android version now, too.",Android version,0
"i like this app, but for mobile have not dark theme.",dark theme.,0
when i click on the group i can only edit the animation for the whole group.,animation,1
"when I am taking notes, I am in a hurry to get the idea recorded","notes,",0
it is cancelled but it will be cancelled at the end of the period i.e on 3rd june,cancelled,1
its like my video media played over the phone,video,1
prompt delivery and friendly customer service,delivery,2
"so that we can have an overview of all the projects together and keep track of everything runing smoothly however, i think it still lacks a few ""key"" features that would be awesome if you could implement to make it a nicer and more useful tool:","however,",0
everyday you guys have operational issue and bcz of which i have to rush to local shops for milk or anything which i order.,milk,0
great app.,app.,2
promised and timely delivery,timely,2
it says I am not connected to the internet and will not work,internet,0
"if items other than milk are ordered and if they cannot be delivered, need to know beforehand.",milk,0
timely delivery and convenience,delivery,2
We are a digital marketing agency and the app is used for our task management for 3 years now,marketing,1
very laggy and freezes on a device with a snapdragon 855,laggy,0
"Seems to be a beta version, closes the app only by switching databases.",switching,0
give quick response to customer complian,customer complian,0
will it be a separate paid account?,paid account?,1
"hi leah, the link that you added to the page comes from my summary notes and does not contain the full notes that i kept in my class notes.",notes.,1
quality of fruits and vegetables are not that much good according to the price.,vegetables,0
so happy for the milk delivery,milk delivery,2
the delivery is not regular.,delivery,0
i hope you are doing great today :) we do not currently have a way to set of task that automatically completes based on the end date; sorry about that; it is definitely something other users have been reaching out about.,task,1
"I would resolved that even if the data was gone, I would still want to use the product even if i had to start from scratch!",data,1
"e.g. can i only upload a total of 5mb of images, text etc?","images,",1
Register a thing card ten minutes to really get north,card,1
In search of a low cost WIP (work in progress) app and found this.,cost,1
"worst grocery app, they ask customer to add money and they will make it expire without even responding to customer and their customer support is worst i have ever seen, they do not have knowledge about suprdaily policy",customer support,0
We used to be able to swipe a task to the left to show options to assign a new date and delete.  They removed it in recent versions and now you have to enter into each item to make updates. Very inconvenient. Deleting a task now takes 4 button presses.  Please revert.,Deleting,0
"great app need inprovement, on android 8.0 swiping left to right brings up the page tab on the right i just want to swipe from the undo button to the + button.",android 8.0,0
"we would like to start taking advantage of some of the features of enterprise right away, namely setting up seo and separate some pages out into actual workspaces under the ef overarching space.",workspaces,1
"it has great tools, but is so glitchy on my phone and on my ipad (which i hoped would be better).",phone,0
sometimes the application decides to keep crashing.,application,0
"also is it possible to create a shortcut to click on a database entry to select it instead of to input a value - maybe a alt + mouse click or something (i know there is a mouse click > esc, but that is more of a key combo than a shortcut)",shortcut),1
"professional service, prepaid delivery, very prompt redressal of complaints / quick refunds",Refunds,2
"Application that is used relatively little, we prefer the desktop application.",desktop application,2
Quite disappointing to see that on iPad there is no way to see timeline in portfolios nor project.,portfolios,1
the best note taking app I have used it for years,app,2
"Reserved for those who speak English VERY fluently.
No link with IOS agenda...
First notification: I earned $2...?
Uninstall: I'm very well organized like this. Another trap where we are pricked",Uninstall,1
available products are very less.,Available Products,0
"either you are on android, ios or on your windows laptop.",iOS,0
great delivery and good customer care service,Great delivery,2
i can look into this for you - could you share the url or name of the page?,share,1
check the volume of the video clip and the background music from there,music,1
in this troubling times would like to have products delivered however service has been erratic,service,0
"hi brandon, how do i copy two scenes from the storyboard and add these to a new video?",storyboard,1
excellent app for note taking and organising my day stuff.,app,2
but as a mobile app i would love to see some widgets since opening the app,mobile app,0
"such as schedule planner, shopping list, review ranking, etc.","shopping list,",2
"hello dear sales, we are a company considering moving to notion, however we are facing 2 major issues regarding team tasks collaboration &amp; we found a security bug with policies &amp; shared pages.",shared,0
i personally use notion for managing videos and project ma.,project,1
no delivery post order confirmation.,post order confirmation.,0
can i pay through netbanking?,pay,1
a vat/gst number is not required for your tax jurisdiction.,tax,0
how to delete workspace on ipad,ipad,1
"The app is good so far, the ASANA app works very unreliable in offline mode.",offline,0
i like the app a lot but the horrendous app lag and loading times make it a big pita.,app,2
The Company responded to feedback and request for implementing 2f authentication for customers.,Company,1
only issue that i faced that required the uninstall was that there is no undo / back / cancel in the profile creation page that pops up if you click google's federated sign-in.,undo,0
"No keyboard shortcuts ??

",keyboard,1
workspace name is kroescontrol nice day to you!,workspace,1
this app deserves so much more attention.,app,2
"indicate that we also use the microsoft suite in our high school, so i also have the email account:  of office365 for education (although i have not tried yet with that account since i am interested in the one we use with gsuite).","school,",1
"The program is good.  After updating, when trying to create an event, crashes.  IPhone 8 Plus, iOS 13.2.3",IPhone,1
"i just started using notion and it is amazing, only thing I would love for the mobile version would be widget's, I would love to use it with my calenders","widget's,",0
"I use it on my iPhone and so far it worked very well, but it would be great to have an option to show all the main tasks planned for the month, in summary mode.",tasks,1
issues not resolving about wrong delivery,wrong delivery,0
I enjoy this app very much and find is so useful for keeping track of my personal and work to-do lists,personal,1
customer service is terrible - we keep getting the run around and no one gives an accurate answer.,Customer service,0
@kashvireads @notionhq try on templates ..,templates,2
cannot rely on both milk delivery and grocery items.,Milk delivery,0
Please add a google drive like feature for sharing files & folders with colleagues,files,1
time track with @forestapp_cc project track with @notionhq invoice with a google doc template.,Invoice,1
actually there are many databases that will not load now.,database,0
also remove delivery charges,delivery charges,0
charges on daily delivery need to be cut,Charges on daily delivery,0
on some days the quality of milk is not good.,milk,0
"thanks, this sounds interesting",sounds,2
seems like a @notionhq bug for tweet embeds.,bug,0
can i group tables by multi-select tags?,Tables,1
i received limited time offer for business plan 135 dollars for the year,offer,1
but all plan in appsumo is for watermark remover,watermark,0
but we are giving you same plan for lifetime for just $350,lifetime,2
supr daily is looting,Supr daily,0
customer care service.,Customer care service.,0
It was a simple app once the group explained how to manage my part in sharing information.,group,1
can i transition/dissolute between 2 music selections?,music,1
need to introduce offers and daily basis discounts to boost business like milkbasket,offers,0
Thank you for updating the option to view larger photos,view,2
"I own a small flatbed trucking business and wanted a database accessible to drivers which lists past loads and the places we pick up from and deliver to.  

",lists,1
Cannot login on IOS 13.0,login,0
best productive app i have ever seen.,app,2
"since we do not have a linux app now, I will add your vote to change that.",Linux,2
"@notionhq it would be wounderful if all databases made by ""button template"" changes when i do changes on template itself.",template,1
ok that sounds like a good idea,sounds,2
"reduce service charges, provide daily super bag as committed",daily super bag,0
Not able to sync offline tasks from mobile even though wifi and net connectivity is good.,offline,0
app is great.,App,2
omg it is there on the browser version!!,browser version,2
it looks like the timezone can not be changed if the database is locked.,timezone,0
i started using @nimbuswebinc,started using,1
Latest update totally crashed assinging to Today/Upcoming,crashed,0
honest and scincere service,Honest,2
single one time purchase of $49.00 $600.00 all features above included 30 videos/month unlimited team members 1200+ handcrafted templates standard media library video length up to 10 minutes,Unlimited,2
"since both the tracks are from our library, they will be added as a background music only.",music,1
I have added that domain to that workspace on my end.,workspace,1
or if they are a guest or member?,guest,1
"open (regardless of where it is), not taking advantage of force touch for quick note capturing, not having a clear all button for trash, etc.",button,0
How to turn off dark mode???,dark mode,1
first of all i would like to say that i do not really write app reviews,app,2
i think this is the best app for me..,app,2
@phdgeek (mainly because you.can customise @notionhq to hell and import everything and share specific bits so it will.,share,1
improvement does not apply to you.,Improvement,0
"Switch to other project, cash app and don't do actions on app 😥",project,1
there are two slides in the first slide iam facing this issue,slide,0
"app functioned well my first time opening it, but the load times are absolutely ridiculous to the point where i cannot even access it.",App,2
"thanks, it works for me on linux using a browser but not on the windows machine that was supplied to me for work.",linux,1
"milk and curd delivery is excellent but other products delivery like sweets, snacks, vegetables etc.",vegetables,0
you need to select an image on the scene to get this option.,image,1
almost unusable as a quick note taking app.,app.,0
sadly the mobile app is a little more than a web browser.,mobile app,0
Best way to track tables on mobile ever,mobile,1
"hi, i have duplicated a video and i need to change the text on the copy but do not seem to be able to do so",text,1
"poor service, last min cancellation shld be avoided","service,",0
"notion is vastly more powerful than your average notes app with many excel-like features, it is really impressive what you can achieve with it.",notes app,0
this is the app that should be studied by one note developers and all other note taking app teams.,app,2
Add language Russian,Russian,1
flexibility and on time delivery.,Flexibility,2
In these times not everyone can discard relatively old computers and replace them with the latest versions.,computers,0
i can not open de app.,app,0
delivery feedback once given should be noted and if new delivery person comes he should know this in advance,Delivery,0
"prompt delivery, good products, no extra charges for delivery, easy to contact customer care service, easy to add and deduct products through app, easy to load money in wallet.","delivery,",2
but viewing this data in calendar view (by 'upcoming date' so upcoming birthdays show) does not show anything for today's date.,data,0
"@figmadesign -> design
",Design,1
"I knew about Asana for years now and would gladly use it for work, but none of my subordinates know English.",English,1
not happy with quality of spinach and banana.,banana.,0
even after the update the app does not load any faster.,app,0
"what i really like about @notionhq as a cms is that you have a page layout to edit, not tons of form fields to set.",layout,2
"@angezanetti @airtable @notionhq @gumroad I would add: - tweet about all interesting things you learn
- connect with.",learn,2
some times some products are not available.. i.e. regular milk also,milk,0
#NAME?,Ipad,0
i checked on our end and saw that you have 5 personal pro workspaces.,workspaces,0
slow opening of app on android device.,android device.,0
This database is great because I have customized it for our small music library.,database,2
and your card details have been purged,card,0
quality of vegetables need to be improved,vegetables,0
that is why i only subscribed the business one.,business,1
"As former forces, we used a simple, but effective method to get the job done:

SMEAC
• Situation 
• Mission 
• Execution (of the mission, not your team… since no one would be left to make you coffee ☕️‼️)
• Administration 
• Communication 

I’m able to use exactly the same with Asana and get the same results in my business. Quickly, efficiently and as part of a team (without any blood stains or missing persons reporting).

I have 259 different apps between my iPhone and iPad. If I could only keep 3; 
• Notability
• Asana 
• My car key would be it (It would just be too expensive smashing the window every time I needed in the car).

I hope you guys have won awards! 🏆 You have certainly deserved it.

Bravo‼️

PS: I would recommend Asana for your business or if you need to organise your life. It’s worth every penny and it’s fairly good I suppose…",Communication,1
can i start a free plan and then upgrade that to a business plan?,plan,1
"The iOS version is limited to only showing the simple row grid view you see in the screenshots — you can’t make or access a gallery view, a grid view row with a picture at the end, a Kanban board, etc. 

",iOS,0
would love to change this to a 5* review if you can get it working like the desktop app.,desktop app.,0
hi I am trying to reset my password but the link is not working?,reset,1
"sorry anoojah, i am really not sure why you are not able to login throuhg fb, everything does seem to be fine here, if you have the video downloaded, yes, you can upload and use it in this account",upload,1
"however, i do not see a way to add custom templates to notion without submitting them to the global notion template gallery?",custom,0
"discounts and promotions, offers",offers,2
i did a reset now by following the steps of clearing the cookies and i still have this issue,cookies,0
package delivered regularly without a miss,Package,2
I first started using AirTable on my Mac.,Mac,1
provide timely and better quality products,quality products,0
delivery person does not call before leaving milk and vegetables outside near the main road (since the independent house is on the main road) 3.,Delivery person,0
but they are a little bit behind other apps in the widget scene.,widget,0
"i use this app for scheduling, journaling, and for many different things.","journaling,",2
because this android version is a nest of bugs.,Android version,0
Widget is broken!,broken,0
Works ok but seems to lag behind the iOS version.,iOS,0
"i hv bn shopping online for past 12-13 yrs from different portals,but never had such a bitter experience.vegetables you supply",experience.Vegetables,0
create your own database views in @notiontweet with @notionhq!!,database,1
your charges are very high.,charges,0
unfortunately the app is not so fast which is annoying when you quickly want to write something down.,app,0
mouse 4 and 5 are able to go to previous page/ go forward a page in apps l.,Mouse,2
good service please include grocery as well,Good,2
while i get downgraded to a free personal plan?,free,1
"also, please create a new account with us.",account,1
"hi, i want to add my logo",logo,1
I use this app for my plant collection database.,database,1
instead of charging 20 for delivery you may reduce it to 10 or 1 rupee per item,delivery,0
service charge very high,Service charge,0
I love Asana but its iOS app has an annoying bug in which its task descriptions lose its bullet formatting (bullet points and numbered bullets) when I update and save my task description.,update,1
worst customer service for groceries.,customer service,0
I use Airtable to organize my projects and data.,projects,1
i canceled mu subscription earlier today.,canceled,0
you guys promise to deliver breakfast items and always fail consistently.delivery not done or package is badly done.moreover heavy veg & fruits on top of milk packs.you need to packs thing neatly in plastic or carboard,deliver breakfast items,0
"a 14 day trial, like the other plans, would work perfect","plans,",2
"{""errorid"":""4ec6996c-831c-46ca-b394-7c636fe762bd"",""name"":""validationerror"",""message"":""unsaved transactions: user does not have edit access to record"",""clientdata"":{""type"":""unsaved_transactions"",""errors"":[{""id"":""4ddad4ff-2698-42af-ab54-6e87106d3951"",""name"":""validationerror"",""retryable"":false}],""untried"":[]}}",edit,0
overall the app is really good has been using it for my med school in taking down and organizing my notes.,app,2
"I can't enter it well because the text of the schedule after making a task on iphone overlaps
 ",iphone,1
i do not have access to my laptop at this moment.,access,1
improve your supply system of items other than milk,supply system,0
quality of products and services is excellent.,services,2
I have checked this with the team and they told me that since you have updated your billing address then it is sorted out.,billing,1
great desktop experience.,desktop experience.,2
Last update hasn't become too user-friendly.,update,0
"tha extra work in notion app, make me do not want use that.",app,0
", vga_640x480 (30fps) video format: mov image resolution: vga,24m,20m,14m,12m,8m,5m,3m,2m",Image,2
"Assign the way to work is difficult to query, not at a glance each sub-task progress and the person in charge, open the task list every day, the company with this thing is not pretending Wen Qing is fake break, think that a bunch of projects will be more fruitful, the result is half the working time is in this list, how much time to do the real thing?
",company,0
copyright-free music reseller rights advanced editing,Reseller,2
"app ask for the password way too often, i do not want to enter my password that i received by email all the time, it is annoying",App,2
"no coupons or cash back offer, even i did not get super daily bag until now","cash back offer,",0
"kindly concentrate on quality , packaging of the products",quality,0
get you a best friend who does not block your number even tho,block,0
curd is not the original brand quality.,Curd,0
"It’s been such a great app just to get my personal life organized and now using it for my LLC to share tasks, the only complaint that I have because it’s",tasks,1
i live this app,app,2
"I want to use your website to check my tasks but uppon hitting login, your webpage always redirect me to open/download your mobile app.",tasks,1
How to change your language to Russian in Asan,Russian,1
so i can ensure you are linked to the purchase when i make it,purchase,1
just created a list of all the different blocks available on @notionhq .,list,1
i want to [ toggle + todo + number list ] all in one control unit.,Toggle,2
application is super slow on offline mode.,Application,0
since the last update ios the app does not load.,Since,2
your account is upgraded to the lifetime premium plan.,account,1
@optemized @vemcroberts @notionhq now that is collaboration goals will def take inspiration for my upcoming move with @jazam,collaboration,2
"Account manager literally yelled in the meeting because of his own failure in explaining things properly and zero patience with his client’s questions, didn’t even have a functioning computer to share screen.",computer,0
"on time delivery, quick refund process","delivery,",2
yo build my notion.,Notion.,0
"perfect, i wish this app have widget to add in home screen, show what to do",widget,0
"apologies, the premium videos were never part of the appsumo plan.",AppSumo,1
product availability and different products should be available.,Product availability,0
"things get even worse on an ipad with keyboard where the selection is way too limited (can only select one line at a time to move things), and the ipad app has crashed on me multiple times when on offline mode in the plane and would not reopen until i reconnected to a network.",iPad app,0
better option for delivery and service charges should be removed for order above specific amount (may be 10or more),service charges,0
on free and business plan you can export 60 videos month,business,1
i have shared it to web now and added the link here:,shared,1
I am switching to guru for documentation and linear for project management.,project,1
ok this app is great but especially with ios 14 coming out we really need some widgets,widgets,0
"good response, no delivery charges, good quality products,",no delivery,0
this app changed my life .,app,2
"when i go to the concerned page, and i try to add that tax numnber, i get the following message: ""a vat/gst number is not required for your tax jurisdiction.""",tax,1
"Very practical, control the tasks of my remote computer simply and intuitively.",remote,1
would you be able to email the information you just provided me including the discount code please,email,1
"hi, if i use premium video clip in multiple projects, will i be charged for each time i use or download a project containing that particular clip?",download,1
better pricing and resolution of issues,resolution of issues,0
delivery boy in time.,Delivery,2
great app,app,2
"yes, that is a lifetime plan",lifetime,1
"it is being used at my company, but we will have to switch as this app is not accessible",not,0
may i know does it give any error when you try to preview?,preview,1
"does not open on my poco f1 phone, the app just freezes on splash screen","phone,",0
"thanks, this sounds like it might be the best option for us i need to check with my manager about payment/invoicing, would we pay via credit card now or by invoice?",credit,1
product quality in delivery mostly damaged always,Product quality,0
"+64  | m:  | | linkedin profile from: community &lt;&gt; sent: thursday, 29 april 2021",file,1
no widget!?,WIDGET!?,0
trying to edit tables on this app is like trying to hold on to a fish with vaseline on your hands.,tables,0
"Upgraded to Professional and paid for, but these are still unavailable and I'm still in the basic version.",paid,1
"ohh i see the upload speed is too low, it should be average",upload,2
This app is really good for notes,notes,1
"hi, i am trying to upload a video to the uploads section and it downloads the whole thing but does not complete it",uploads,1
"Very needed features: 

1) view dependencies on mobile 
2)",mobile,1
why is there an upgrade button at the top while I am on the pro plan?,upgrade,0
"since we have offers on it, you will get it just for $400 one-time payment - a massive 50% discount",discount,0
the maximum limit of upload size on the free plan is 200 mb,plan,1
"the only bad thing about notion that it does not support arabic language so i can not write arabic in the right way , hope to put the arabic system on the app soon",notion,0
this app/system has changed my life.,app/system,2
can you drop an invoice/email with the terms of this deal too?,email,1
ok is it the last number i see on the web link when i have the project open?,project,1
clearly the best note taking app I have ever used.,app,2
"hi you all, is there a way to put the sum of a column into the formula of another column?",column,1
"to me, notes have to be aesthetically pleasing, nice and clean and notion is def the best provider or that - plus loads of nice functions where you can modify the text and add images links etc.",text,2
access fees is on higher side.,Access fees,0
to need the internet just to be able to open the app makes this less of an android native app and more of a web app.,web app.,0
awesome and bit wild west,Awesome,2
good app but the slow performance ruins it,app,2
i got it on my windows pc at first and now on my phone,phone,2
i signed up today and cancelled my subscription and would like a refund.,refund.,1
lack of handwriting / drawing support is also a big negative.,handwriting / drawing support,0
Check the widget's performance.,performance,1
i would literally love it if it does provide a widget so i will not bother to open the app for so many times.,app,2
I am concerned my account has been compromised .,account,0
please add abilty to use fractions in the number property.,fractions,0
supr daily delivery charges per order are very high.,delivery charges,0
#NAME?,Dark Mode,1
and the only links left with the missing workspace are the public ones i shared above which gives me hope that it still exists.,workspace,1
just these few tweaks would make notion on ipad as amazing as it is for the web version.,iPad,0
you can use the code bradx25 to get a 25% discount on any of our subscription plans,plan,1
"As a heavy user of Airtable, I like to be able to use the db from the iPad Pro or iPhone.
",iPhone,1
very poor service.,poor service.,0
Seems really useful but it crushes every time when i try to get in card details like “baloon adventures > san francisco,card,1
I’ve been using asana for the last 4 years in a daily basis.,daily basis,2
i just downloaded it today and trying to use it as a place to organize all my class notes.,notes.,2
In iPad Pro 11 2020,iPad,1
one of the best productivity apps out there.,apps,2
it should be ensured that if a delivery is scheduled for a particular day then it should be delivered.,delivery,0
web and all iphone products,iPhone,2
"unfailing,punctual and delivered at the required place.","Unfailing,punctual",2
"dairy products are delivered fine, but grocery and other items need to be handled and delivered properly",Dairy products,0
"the sync algorithm, for example, has to be improved.","sync algorithm,",0
add more products of daily use,products,0
"while i love notion on my desktop, the usability of this app is atrocious.",app,0
"Bug: ""Add Tag"" still not working on android. """,android,1
"There is no Russian. 
",Russian,0
you can have a backgorund music or sound effect at a time,music,1
very punctual and regular.,punctual,2
however due to formatting it would be helpful to show a page break (optional to set for user) or a preview of pdf before exporting.,preview,1
i uv received rotten vegetables and fruits and stale bread.,stale bread.,0
takes so long to open (30-60+ seconds) that i usually give up before it loads,open,0
but happy to prove that this is my account.,account.,2
more items availability at a reasonable price,items availability,0
this sounds great.,sounds,2
it would be great if it had a homesreen widget to link a specific page / favorites / quick note etc.,favorites,0
"The service is excellent, but most key features that are available online are missing from the app.",online,1
"good service, good quality items.",quality items.,2
sure you can apply the code and then get on the trial plan.,plan,0
Missing too many features from the desktop version to be as useful.,desktop,0
good service good items fresh products.,service,2
"but i also want to add a personal column to it without affecting the original, can i do that?",column,1
for milk you will are the best but for.,Milk,0
"i love how you can start with a simple page, make a list, add a database, add a graphical bookmark and so much more.",graphical bookmark,2
support section in app needs improvement.,Support section,0
"Brilliant web app, great mobile app - add nothing, put nothing",mobile,2
"however, the mobile experience still has a ways to go.",mobile experience,0
"in the quick find search, i can find all these pages by typing english characters but they do not show up in results while using the database search engine.",database,1
"however, when i want to create a text box in my video, i do not seem able to access the preloaded brand colours.",text,1
Mobile and web app are super overall.,Mobile,2
The tool is powerful and ingenious on the PC - certainly the best task and project management on the market.,market,1
a very intuitive app for those of us with many ideas and tasks to keep tabs on.,app,2
"Would love for this app to have a night mode so that when my phone goes into a dark theme, Asana would too",night mode,1
one touch quick note creation to a defauly folder would be nice for thr mobile app.,mobile app.,2
Mobile app is not fully compatable loke web/Desktop app... Need export option for my table,table,1
prompt delivery and friendly customer service,customer service,2
Most powerful thing about Airtable is being able to see and adjust information in different views.,views,1
rates of most items including vegetables are high when compared with other online sites.,vegetables,0
it can not use offline which means if i want to note smth i have to open internet all the time.,offline,0
i can not make it slide faster,slide,1
"awesome app, it helped me a lot.","app,",2
(i use columns all the time),columns,1
then we can start editing the videos inserting video or pictures to fit the script in each scene,pictures,1
the concept of delivery charge / service fee is too much.,delivery charge,0
atleast 5-10% discounts to be available to regular subscribers.,discounts,0
worst service so far.,service,0
"apologies, the preview is not full screen in the editor.",full screen,1
delivery charges should be removed.,Delivery Charges,0
by delivering groceries and not cancelling order,delivering groceries,0
Incredibly useful for remote work!,remote work,2
"Asana, thank you very much for the excellent assistance that has been provided to me, in short this app has helped me with a better quality of life on the margins of organization and productivity.",productivity,2
awesome.. need optimization..,Awesome..,2
"I love the app and how it has boards and lists combined, but I",lists,2
by packing quality n delivery,packing quality,0
supr bag is still not provided,Supr bag,0
overall good service,service,2
"The young people made Russian on the computer, but there is no Russian language in the app.",Russian,0
.@notionhq it would be so awesome if we could mark up images we paste.,images,2
i paid my plan with my credit card.,credit card.,1
"please be regular in terms of supply , remove unavailable products .",products,0
so people can submit a form,form,1
i want subscribe yearly with you,subscribe,1
why are you trying to make an android app to an ios app?,Android App,0
"hi, how can i add a plain black overlay to my project?",project?,1
"it would be better if the notes are saved for offline use automatically without having to visit, because when i open the app on another device i have to revisit each note for offline use.",offline use,0
"So much derut, app is raw, widget not customizable normally, no support",widget,0
still you do not give door step delivery after repeated instructions,door step delivery,0
customer service & delivery executive need to be properly trained,Customer service,0
okay i will cancel it,cancel,1
